id,objectid,display_template,object_location,image_small,image_thumb,image_alt_text,title,creator,partof_title,creator_partof,place,publisher,volume,date,pages,format,fulltext,notes,subject,call_number,collection,title_item,author_item,in,author_book,title_book
6286,object06286,record,,,,,Oldtimers,,Mount Allison Record,,,,Vol. XXXIV No 2,Winter 1951,p. 36`,Microform;Periodical;Photograph,,,"Brunton, Noel;Goodwin, B.E.;Class of 1903;Bennett, R.V.",M5726|ARC REF,Mount Allison  Archives;,Oldtimers,,,,Mount Allison Record
6287,object06287,record,,,,,U15 Consults the Doctor,,Mount Allison Record,,,,Vol. XXXIV No 2,Winter 1951,p. 39`,Microform;Periodical;Photograph,,,"Federated Alumni;Munro, W.F.;Class of 1915;Hackett, James Gordon;Class of 1915;Gass, C.L. Dr.;Medical Doctors",M5726|ARC REF,Mount Allison  Archives;,U15 Consults the Doctor,,,,Mount Allison Record
6288,object06288,record,,,,,Carl Rogers,,Mount Allison Record,,,,Vol. XXXIV No 2,Winter 1951,p. 45`,Microform;Periodical;Photograph,,,"Rogers, Carl;Class of 1932",M5726|ARC REF,Mount Allison  Archives;,Carl Rogers,,,,Mount Allison Record
6289,object06289,record,,,,,Carl Pickard,,Mount Allison Record,,,,Vol. XXXIV No 2,Winter 1951,p.40`,Microform;Periodical;Photograph,,,"Pickard, Carl;Class of 1914;Fund Raising",M5726|ARC REF,Mount Allison  Archives;,Carl Pickard,,,,Mount Allison Record
6290,object06290,record,,,,,Guest of Mount Allison: The Prime Minister,,Mount Allison Record,,,,Vol. XXXIV No 2,Summer 1952,Front Cover,Microform;Periodical;Photograph,,,"St. Laurent, Louis;Prime Ministers;Flemington, Ross;Winters, H.R.;Asselin, Pierre;Mitton, D.A.;Convocations",M5726|ARC REF,Mount Allison  Archives;,Guest of Mount Allison: The Prime Minister,,,,Mount Allison Record
6291,object06291,record,,,,,Graduation,,Mount Allison Record,,,,Vol. XXXIV No 2,Summer 1952,p.11,Microform;Periodical;Photograph,,,"Scott, Janet;Class of 1952;Convocations",M5726|ARC REF,Mount Allison  Archives;,Graduation,,,,Mount Allison Record
6292,object06292,record,,,,,What Is Mount Allison?,"Bruce, Charles",Mount Allison Record,,,,Vol. XXXV No 2,Summer 1952,p.30-35,Microform;Periodical;Photograph;Full Text,"FT: p. 34-35 excerpt.    Mount Allison?  Who can say what she is? We're up against the old difficulty with words  . . . . I think of all the little inconcequential things I'Ve talked about  . . . .of successes and failures . . . hopes and dreams . . .realized and unrealized.   And I think of a middle-aged farmer - fisherman, following along a sidehill in the cold spring days, . . .or salting down mackerel on the beach . . . and thinking of his boy away at school.    That too is Mount Allison.",,"Bruce, Charles;Class of 27;Reminisences;Toast to Mount Allison;Federated Alumni;Honourary Degrees",M5726|ARC REF,Mount Allison  Archives;,What Is Mount Allison?,"Bruce, Charles",,,Mount Allison Record
6295,object06295,record,,,,,M.W.T. A Memoir?,"Bruce, Charles",Mount Allison Record,,,,Vol. XXXV No 1,Spring 1952,p.12-13,Microform;Periodical;Photograph,,,"Tweedie, William Morley 1862-1951",M5726|ARC REF,Mount Allison  Archives;,M.W.T. A Memoir?,"Bruce, Charles",,,Mount Allison Record
6296,object06296,record,,,,,Dr. Tweedie's Will,,Mount Allison Record,,,,Vol. XXXV No 1,Spring 1952,p.10,Microform;Periodical;Photograph,,,"Tweedie, William Morley 1862-1951;Wills;Gifts;Libraries",M5726|ARC REF,Mount Allison  Archives;,Dr. Tweedie's Will,,,,Mount Allison Record
6297,object06297,record,,,,,Miss Tweedie,,Mount Allison Record,,,,Vol. XXXV No 1,Spring 1952,p.10,Microform;Periodical;Photograph,,,"Tweedie, Leora R.;Tweedie, William Morley 1862-1951;Wills",M5726|ARC REF,Mount Allison  Archives;,Miss Tweedie,,,,Mount Allison Record
6298,object06298,record,,,,,Teasurer of the Corporation,,Mount Allison Record,,,,Vol. XXXV No 1,Spring 1952,front cover,Microform;Periodical;Photograph,,,"Meleney, Mrs.;Clark, Helen S.;Mistress of Liberal Arts;Ladies College;Class of 1913;Federated Alumni;Clark, Joseph Leonard;World War I;Military Service",M5726|ARC REF,Mount Allison  Archives;,Teasurer of the Corporation,,,,Mount Allison Record
6299,object06299,record,,,,,Art Faculty and Friend,,Mount Allison Record,,,,Vol. XXXV No 1,Spring 1952,p. 14,Microform;Periodical;Photograph,,,"Jackson, A.Y.;Pulford, Edward (Ted);Colville, Alex;Harris, Lawren P.;Art;Honourary Degrees",M5726|ARC REF,Mount Allison  Archives;,Art Faculty and Friend,,,,Mount Allison Record
6300,object06300,record,,,,,Professor Fraser,,Mount Allison Record,,,,Vol. XXXV No 1,"1952, Spring",p. 14,Microform;Periodical,,,"Fraser, Roy;Pre-Med Society;Societies;Portraits",M5726|ARC REF,Mount Allison  Archives;,Professor Fraser,,,,Mount Allison Record
6301,object06301,record,,,,,The Artist's Job,,Mount Allison Record,,,,Vol. XXXV No 1,Spring 1952,p. 15-16,Microform;Periodical;Photographs;Paintings,,,"Art;Colville, Alex;Murals;Tweedie Hall;Lectures;Coastal Figure",M5726|ARC REF,Mount Allison  Archives;,The Artist's Job,,,,Mount Allison Record
6302,object06302,record,,,,,Maxwell Lindsay,,Mount Allison Record,,,,Vol. XXXV No 1,Spring 1952,p. 21,Microform;Periodical;Paintings,,,"Lindsay, Maxwell;Alumni;New York Chapter",M5726|ARC REF,Mount Allison  Archives;,Maxwell Lindsay,,,,Mount Allison Record
6303,object06303,record,,,,,Handicrafts,,Mount Allison Record,,,,Vol. XXXV No 1,Spring 1952,p. 21,Microform;Periodical;Paintings,,,"Applied Arts;Exhibitions;Desbarres, Nita;McGill, Winifred;Chase, Jean;New York;Canadian Handicrafts Exhibition",M5726|ARC REF,Mount Allison  Archives;,Handicrafts,,,,Mount Allison Record
6304,object06304,record,,,,,Academic Procession in 1952,,Mount Allison Record,,,,Vol. XXXV No 2,Summer 1952,p.19,Microform;Periodical;Photograph,,,"Bruce, Charles;Class of 27;Reminisences;Toast to Mount Allison;Federated Alumni;Honourary Degrees",M5726|ARC REF,Mount Allison  Archives;,Academic Procession in 1952,,,,Mount Allison Record
6305,object06305,record,,,,,Academic Procession in 1952,,Mount Allison Record,,,,Vol. XXXV No 2,Summer 1952,p.19,Microform;Periodical;Photograph,,,"Bruce, Charles;Class of 27;Reminisences;Toast to Mount Allison;Federated Alumni;Honourary Degrees",M5726|ARC REF,Mount Allison  Archives;,Academic Procession in 1952,,,,Mount Allison Record
6306,object06306,record,,,,,Roy Fraser,,Mount Allison Record,,,,Vol. XXXV No 2,"1952, Summer",p.23,Microform;Periodical;Photograph,,,"Fraser, Roy;Portraits",M5726|ARC REF,Mount Allison  Archives;,Roy Fraser,,,,Mount Allison Record
6307,object06307,record,,,,,Bigelow,,Mount Allison Record,,,,Vol. XXXV No 2,Summer 1952,p.24,Microform;Periodical;Photograph,,,"Bigelow, Harold Eugene;Portraits;Harris Lawren P.;Maclaughlan, Dr.  ""Chin"";Bigelow, Harold Eugene Mrs.;Marsters, Jennie",M5726|ARC REF,Mount Allison  Archives;,Bigelow,,,,Mount Allison Record
6308,object06308,record,,,,,Fraser Portrait,,Mount Allison Record,,,,Vol. XXXV No 2,"1952, Summer",p.28-30,Microform;Periodical;Photograph,,,"Fraser, Roy;Faculty;Biology;Harris, Lawren P.;Teachers",M5726|ARC REF,Mount Allison  Archives;,Fraser Portrait,,,,Mount Allison Record
6309,object06309,record,,,,,Tenth Anniversary Reunion,,Mount Allison Record,,,,Vol. XXXV No 2,Summer 1952,p.28-30,Microform;Periodical;Photograph,,,Reunions;Alumni;Class of 1942,M5726|ARC REF,Mount Allison  Archives;,Tenth Anniversary Reunion,,,,Mount Allison Record
6310,object06310,record,,,,,Stan Bowen and Company,,Mount Allison Record,,,,Vol. XXXV No 2,Summer 1952,p.37,Microform;Periodical;Photograph,,,"Heustis, Florence;Black, R.S. Mrs.;Bowen, Stanley;Wood, Margaret;Black, William Mrs;Cuthbertson, Eileen;Black, Robert S. Colonel",M5726|ARC REF,Mount Allison  Archives;,Stan Bowen and Company,,,,Mount Allison Record
6311,object06311,record,,,,,Allisonians in Public life,,Mount Allison Record,,,,Vol. XXXV No 2,Summer 1952,p.39,Microform;Periodical;Photograph,,,"Rowe, F.W.;Rhodes Scholars;MLAs;Newfoundland;Class of 1941",M5726|ARC REF,Mount Allison  Archives;,Allisonians in Public life,,,,Mount Allison Record
6312,object06312,record,,,,,Allisonians in Public life,,Mount Allison Record,,,,Vol. XXXV No 2,Summer 1952,p.39,Microform;Periodical;Photograph,,,"Rowe, F.W.;Rhodes Scholars;MLAs;Newfoundland;Class of 1941",M5726|ARC REF,Mount Allison  Archives;,Allisonians in Public life,,,,Mount Allison Record
6313,object06313,record,,,,,Bon Voyage to the Beaverbrooks,,Mount Allison Record,,,,Vol. XXXV No 3,Fall 1952,front cover,Microform;Periodical;Photograph,,,"Campbel, George W.;Montreal Alumni;Alumni;Beaverbrook Scholars;McKay, J.Robert;Eastman, Norman;Brown, Elizabeth;Cameron, Donald A.;Biggar, H.H.;Smith, Bradbrook",M5726|ARC REF,Mount Allison  Archives;,Bon Voyage to the Beaverbrooks,,,,Mount Allison Record
6314,object06314,record,,,,,Mount Allison's New Juniors,,Mount Allison Record,,,,Vol. XXXV No 3,Fall 1952,"p.6, 12",Microform;Periodical;Photograph,,,"Faculty;McKay, A.G.;Classics;Thorburn, H.G.;Economics;Political Science;Thorburn, H.G. Mrs.;Payzant, Geoffrey;Music;Cole, Marcella;French;Mealing, S.R.;History;Tuck, J.A.;Philosophy;Logie, Leon;English",M5726|ARC REF,Mount Allison  Archives;,Mount Allison's New Juniors,,,,Mount Allison Record
6315,object06315,record,,,,,Summer Convocation Bound,,Mount Allison Record,,,,Vol. XXXV No 3,Fall 1952,p.9,Microform;Periodical;Photograph,,,"Flemington, Ross;Kerr, D.G.G.;Kennedy, Robert;Pictou Academy;Harris, Lawren P.",M5726|ARC REF,Mount Allison  Archives;,Summer Convocation Bound,,,,Mount Allison Record
6316,object06316,record,,,,,Guy Mercer Master of Arts,,Mount Allison Record,,,,Vol. XXXV No 3,Fall 1952,p.9,Microform;Periodical;Photograph,,,"Summer School;Mercer, Guy",M5726|ARC REF,Mount Allison  Archives;,Guy Mercer Master of Arts,,,,Mount Allison Record
6317,object06317,record,,,,,Summer School Home Economics,,Mount Allison Record,,,,Vol. XXXV No 3,Fall 1952,p.13,Microform;Periodical;Photograph,,,"Summer School;Home Economics;Chiasson, Andrina;Freeman, Renamarie;DeWitt, Eleanor;Hansen, Joan",M5726|ARC REF,Mount Allison  Archives;,Summer School Home Economics,,,,Mount Allison Record
6318,object06318,record,,,,,Concert Tours,,Mount Allison Record,,,,Vol. XXXV No 3,Fall 1952,p.14-18,Microform;Periodical;Photograph,,,"Concert Tours;Concerts;Music;Kinsman, Evron;Champoux, Alex;Kierstaed, Karen;Hargreaves, Henry;Patterson, Allison;Murray, jean;Gough, Kathleen;Baggs, Marilyn;Newfoundland",M5726|ARC REF,Mount Allison  Archives;,Concert Tours,,,,Mount Allison Record
6319,object06319,record,,,,,Premier and Colleagues,,Mount Allison Record,,,,Vol. XXXV No,Winter1952,Front cover,Microform;Periodical;Photograph,,,"Concert Tours;Concerts;Music;Kinsman, Evron;Babbit, T.;Flemming, Hugh John;Taylor, Claude;West, W.J.",M5726|ARC REF,Mount Allison  Archives;,Premier and Colleagues,,,,Mount Allison Record
6320,object06320,record,,,,,Theodore Stewart Outerbridge,,Mount Allison Record,,,,Vol. XXXV No,Winter1952,p. 9,Microform;Periodical;Photograph,,,"Outerbridge, Theodore Stewart;Clas of 1927",M5726|ARC REF,Mount Allison  Archives;,Theodore Stewart Outerbridge,,,,Mount Allison Record
6321,object06321,record,,,,,Ministerial Conference,,Mount Allison Record,,,,Vol. XXXV No,Winter1952,p. 13,Microform;Periodical;Photograph,,,"West, W.J.;Bennett, R.V.",M5726|ARC REF,Mount Allison  Archives;,Ministerial Conference,,,,Mount Allison Record
6322,object06322,record,,,,,Presytery Chairman and Company,,Mount Allison Record,,,,Vol. XXXV No,Winter1952,p. 27,Microform;Periodical;Photograph,,,"Ebbutt, Arthur J.;Godfrey, William Stephen (Billy) Capt.;Profitt, Allison;Bacon, Leonard",M5726|ARC REF,Mount Allison  Archives;,Presytery Chairman and Company,,,,Mount Allison Record
6323,object06323,record,,,,,The Youth that is Served,,Mount Allison Record,,,,Vol. XXXV No,Winter 1952,p. 29,Microform;Periodical;Photograph,,,"Smith, George;Dempsey, Ronald;Seeley, Willa Jean;Davidson, Alda;Carling, Diedre;Bagnell, Kenneth",M5726|ARC REF,Mount Allison  Archives;,The Youth that is Served,,,,Mount Allison Record
6324,object06324,record,,,,,New Students from Nova Scotia,,Mount Allison Record,,,,Vol. XXXV No,Winter 1952,p. 33,Microform;Periodical;Photograph,,,Enrolment;Nova Scotia,M5726|ARC REF,Mount Allison  Archives;,New Students from Nova Scotia,,,,Mount Allison Record
6325,object06325,record,,,,,New Students from New Brunswick,,Mount Allison Record,,,,Vol. XXXV No,Winter 1952,p. 37,Microform;Periodical;Photograph,,,Enrolment;New Brunswick,M5726|ARC REF,Mount Allison  Archives;,New Students from New Brunswick,,,,Mount Allison Record
6326,object06326,record,,,,,Guysborough Grandsons from Toronto,,Mount Allison Record,,,,Vol. XXXV No,Winter 1952,p. 37,Microform;Periodical;Photograph,,,"Bruce, Charles Allan;Bruce, William Harry",M5726|ARC REF,Mount Allison  Archives;,Guysborough Grandsons from Toronto,,,,Mount Allison Record
6327,object06327,record,,,,,A National Gallery Selection,,Mount Allison Record,,,,Vol. XXXVI No. 1,Spring 1953,Front cover,Microform;Periodical;Photograph,,,"Harris, Lawren P.;National Gallery of Canada;Figure Composition;Abstract Painting",M5726|ARC REF,Mount Allison  Archives;,A National Gallery Selection,,,,Mount Allison Record
6328,object06328,record,,,,,Dr. Whitehead's Conservatory,,Mount Allison Record,,,,Vol. XXXVI No. 1,Spring 1953,p.6,Microform;Periodical;Photograph,,,"Whitehead, Alfred E.;Music;Conservatory;Painting",M5726|ARC REF,Mount Allison  Archives;,Dr. Whitehead's Conservatory,,,,Mount Allison Record
6329,object06329,record,,,,,Three out of Twenty,,Mount Allison Record,,,,Vol. XXXVI No. 1,Spring 1953,p.7,Microform;Periodical;Photograph,,,"Bell, Ralph Pickard",M5726|ARC REF,Mount Allison  Archives;,Three out of Twenty,,,,Mount Allison Record
6330,object06330,record,,,,,The Academy,"Flemington, Ross",Mount Allison Record,,,,Vol. XXXVI No. 1,Spring 1953,p.8-9,Microform;Periodical;Photograph,,,Academy;Academy and Commercial College;Commercial College;Closure;Pickard Hall;Palmer Hall;Paisley Hall,M5726|ARC REF,Mount Allison  Archives;,The Academy,"Flemington, Ross",,,Mount Allison Record
6331,object06331,record,,,,,The Academy,Operation: Restore the Team Photos,Mount Allison Record,,,,Vol. XXXVI No. 1,Spring 1953,p.11,Microform;Periodical;Photograph,,,"Read, Robert;Read, Herbert;Photographs;Teams;Sports;Athletics;Residences;Univeristy Residence;Fires",M5726|ARC REF,Mount Allison  Archives;,The Academy,Operation: Restore the Team Photos,,,Mount Allison Record
6332,object06332,record,,,,,The Corpuscle Cup,,Mount Allison Record,,,,Vol. XXXVI No. 1,Spring 1953,p.11,Microform;Periodical;Photograph,,,The Corpuscle Cup;Blood Donor Clinics,M5726|ARC REF,Mount Allison  Archives;,The Corpuscle Cup,,,,Mount Allison Record
6334,object06334,record,,,,,herbert S. Sharp,,Mount Allison Record,,,,Vol. XXXVI No. 1,Spring 1953,p.14-17,Microform;Periodical;Photograph,,,"Sharp, Herbert S.;Scholarships;Gifts",M5726|ARC REF,Mount Allison  Archives;,herbert S. Sharp,,,,Mount Allison Record
6335,object06335,record,,,,,"L.P. Harris ""Project""",,Mount Allison Record,,,,Vol. XXXVI No. 1,Spring 1953,p.14-17,Microform;Periodical;Photograph,,,"Harris, Lawren P.;Project;Abstract Art;Art",M5726|ARC REF,Mount Allison  Archives;,"L.P. Harris ""Project""",,,,Mount Allison Record
6336,object06336,record,,,,,The Abstractionists,"Harris, lawren P.",Mount Allison Record,,,,Vol. XXXVI No. 1,Spring 1953,p.18-19,Microform;Periodical;Photograph,,,"Harris, Lawren P.;Abstract Art;Faculty Lectures",M5726|ARC REF,Mount Allison  Archives;,The Abstractionists,"Harris, lawren P.",,,Mount Allison Record
6337,object06337,record,,,,,Ira E. Puddington,,Mount Allison Record,,,,Vol. XXXVI No. 1,Spring 1953,p. 27,Microform;Periodical;Photograph,,,"Puddington, Ira E.;Class of 1933",M5726|ARC REF,Mount Allison  Archives;,Ira E. Puddington,,,,Mount Allison Record
6338,object06338,record,,,,,Life Officers  Class of 1953,,Mount Allison Record,,,,Vol. XXXVI No. 1,Spring 1953,p. 27,Microform;Periodical;Photograph,,,"Class of 1953;Todd, David Dunbar;Avard, Marilyn Francis;King, Richard",M5726|ARC REF,Mount Allison  Archives;,Life Officers  Class of 1953,,,,Mount Allison Record
6339,object06339,record,,,,,Allisonian Senator,,Mount Allison Record,,,,Vol. XXXVI No. 2,Summer 1953,Front cover,Microform;Periodical;Photograph,,,"McQueen, Muriel Florence Elizabeth;Class of 1921;Fergusson, A.S. Mrs.;Senators",M5726|ARC REF,Mount Allison  Archives;,Allisonian Senator,,,,Mount Allison Record
6340,object06340,record,,,,,The Hierlihys of Edmunston,,Mount Allison Record,,,,Vol. XXXVI No. 2,Summer 1953,p.6,Microform;Periodical;Photograph,,,"Hierlihy, J.W.D.;Hierlihy, Elizabeth Jane;Class of 1953",M5726|ARC REF,Mount Allison  Archives;,The Hierlihys of Edmunston,,,,Mount Allison Record
6341,object06341,record,,,,,Blood Donor Champions To Mount A. the Corpuscle Cup,,Mount Allison Record,,,,Vol. XXXVI No. 2,Summer 1953,p.9,Microform;Periodical;Photograph,,,"Canadian Red Cross;Blood Donor Clinics;MacDonald, James Allistair",M5726|ARC REF,Mount Allison  Archives;,Blood Donor Champions To Mount A. the Corpuscle Cup,,,,Mount Allison Record
6342,object06342,record,,,,,The Senior Class Cane passed to Un 54,,Mount Allison Record,,,,Vol. XXXVI No. 2,Summer 1953,p.9,Microform;Periodical;Photograph,,,"Senior Class Cane;Coleman, Keillor Douglas;Ankenmann, Henry;Class of 1954",M5726|ARC REF,Mount Allison  Archives;,The Senior Class Cane passed to Un 54,,,,Mount Allison Record
6343,object06343,record,,,,,Parents from Far and Near,,Mount Allison Record,,,,Vol. XXXVI No. 2,Summer 1953,p.12-13,Microform;Periodical;Photograph,,,"Wiggs, Margaret Gillian;Applied Arts;Avard, Marilyn Frances;Class of 1953",M5726|ARC REF,Mount Allison  Archives;,Parents from Far and Near,,,,Mount Allison Record
6344,object06344,record,,,,,En Route to Fawcett Hall,,Mount Allison Record,,,,Vol. XXXVI No. 2,Summer 1953,p.14,Microform;Periodical;Photograph,,,Convocations;Class of 1953;Tweedie House;York Street,M5726|ARC REF,Mount Allison  Archives;,En Route to Fawcett Hall,,,,Mount Allison Record
6345,object06345,record,,,,,Un 43 and LC 03,,Mount Allison Record,,,,Vol. XXXVI No. 2,Summer 1953,p.14,Microform;Periodical;Photograph,,,"Alumni Banquet;Fraser, Eleanor E.;Class of 1943;West Phyllis R.;Tait, Lena E.;Ladies College;Class of 1903",M5726|ARC REF,Mount Allison  Archives;,Un 43 and LC 03,,,,Mount Allison Record
6346,object06346,record,,,,,The Rices and Friends,,Mount Allison Record,,,,Vol. XXXVI No. 2,"Summer, 1953






Summer 1953",p. 19,Microform;Periodical;Photograph,,,"Brunton, Noel;Rice, J.H. Melville;Class of 1928;Lister, Gwendolyn A.;West, J.W.",M5726|ARC REF,Mount Allison  Archives;,The Rices and Friends,,,,Mount Allison Record
6347,object06347,record,,,,,At the Alumni Dinner head Table - Proposed New Slogan: Once you have got them never let them go.,,Mount Allison Record,,,,Vol. XXXVI No. 2,"Summer, 1953






Summer 1953",p. 20-21,Microform;Periodical;Photograph,,,"Browm, W.M. Mrs.;Grant, Stella R.;Ladies College;West, William John;Class of 1920;Avard, Marilyn Frances;Class of 1953;McNutt, Dorothy Joan;Theakston, Henry S.;Class of 1889;West, W.J. Mrs.;Flemington, Ross;Rowley, H.J.",M5726|ARC REF,Mount Allison  Archives;,At the Alumni Dinner head Table - Proposed New Slogan: Once you have got them never let them go.,,,,Mount Allison Record
